date,area,area_type,population,cases,cumulative_cases,deaths,cumulative_deaths,total_tests,cumulative_total_tests,positive_tests,cumulative_positive_tests,reported_cases,cumulative_reported_cases,reported_deaths,cumulative_reported_deaths,reported_tests
2022-03-30,San Diego,County,3370418.0,244.0,751067.0,1.0,5297.0,11455.0,10949467,290.0,889719,444.0,751684.0,10.0,5169.0,9494.0
2022-03-31,San Diego,County,3370418.0,232.0,751299.0,0.0,5297.0,8481.0,10957948,252.0,889971,597.0,752281.0,9.0,5178.0,14406.0
2022-04-01,San Diego,County,3370418.0,236.0,751535.0,0.0,5297.0,10083.0,10968031,287.0,890258,0.0,752281.0,0.0,5178.0,
2022-04-02,San Diego,County,3370418.0,148.0,751683.0,1.0,5298.0,4955.0,10972986,172.0,890430,0.0,752281.0,0.0,5178.0,
2022-04-03,San Diego,County,3370418.0,125.0,751808.0,2.0,5300.0,4310.0,10977296,131.0,890561,0.0,752281.0,0.0,5178.0,
2022-04-04,San Diego,County,3370418.0,331.0,752139.0,1.0,5301.0,15618.0,10992914,370.0,890931,1121.0,753402.0,14.0,5192.0,35673.0
2022-04-05,San Diego,County,3370418.0,319.0,752458.0,3.0,5304.0,13240.0,11006154,361.0,891292,0.0,753402.0,0.0,5192.0,
2022-04-06,San Diego,County,3370418.0,308.0,752766.0,1.0,5305.0,12647.0,11018801,337.0,891629,0.0,753402.0,0.0,5192.0,
2022-04-07,San Diego,County,3370418.0,295.0,753061.0,0.0,5305.0,11465.0,11030266,345.0,891974,879.0,754281.0,18.0,5210.0,31457.0
2022-04-08,San Diego,County,3370418.0,267.0,753328.0,0.0,5305.0,11133.0,11041399,277.0,892251,0.0,754281.0,0.0,5210.0,
2022-04-09,San Diego,County,3370418.0,170.0,753498.0,0.0,5305.0,5355.0,11046754,184.0,892435,0.0,754281.0,0.0,5210.0,
2022-04-10,San Diego,County,3370418.0,148.0,753646.0,0.0,5305.0,4832.0,11051586,175.0,892610,0.0,754281.0,0.0,5210.0,
2022-04-11,San Diego,County,3370418.0,326.0,753972.0,0.0,5305.0,15325.0,11066911,344.0,892954,0.0,754281.0,0.0,5210.0,
2022-04-12,San Diego,County,3370418.0,327.0,754299.0,1.0,5306.0,12837.0,11079748,355.0,893309,1303.0,755584.0,13.0,5223.0,
2022-04-13,San Diego,County,3370418.0,333.0,754632.0,3.0,5309.0,12057.0,11091805,371.0,893680,0.0,755584.0,0.0,5223.0,50533.0
2022-04-14,San Diego,County,3370418.0,286.0,754918.0,2.0,5311.0,9211.0,11101016,308.0,893988,581.0,756165.0,6.0,5229.0,26360.0
2022-04-15,San Diego,County,3370418.0,278.0,755196.0,2.0,5313.0,9362.0,11110378,323.0,894311,0.0,756165.0,0.0,5229.0,
2022-04-16,San Diego,County,3370418.0,191.0,755387.0,0.0,5313.0,4879.0,11115257,231.0,894542,0.0,756165.0,0.0,5229.0,
2022-04-17,San Diego,County,3370418.0,147.0,755534.0,0.0,5313.0,3160.0,11118417,160.0,894702,0.0,756165.0,0.0,5229.0,
2022-04-18,San Diego,County,3370418.0,491.0,756025.0,1.0,5314.0,15535.0,11133952,509.0,895211,973.0,757138.0,2.0,5231.0,38167.0
2022-04-19,San Diego,County,3370418.0,469.0,756494.0,3.0,5317.0,13166.0,11147118,482.0,895693,0.0,757138.0,0.0,5231.0,
2022-04-20,San Diego,County,3370418.0,464.0,756958.0,0.0,5317.0,12269.0,11159387,498.0,896191,0.0,757138.0,0.0,5231.0,
2022-04-21,San Diego,County,3370418.0,444.0,757402.0,0.0,5317.0,11894.0,11171281,460.0,896651,1173.0,758311.0,2.0,5233.0,31170.0
2022-04-22,San Diego,County,3370418.0,425.0,757827.0,0.0,5317.0,11206.0,11182487,484.0,897135,0.0,758311.0,0.0,5233.0,
2022-04-23,San Diego,County,3370418.0,320.0,758147.0,0.0,5317.0,5199.0,11187686,352.0,897487,0.0,758311.0,0.0,5233.0,
2022-04-24,San Diego,County,3370418.0,262.0,758409.0,1.0,5318.0,4550.0,11192236,294.0,897781,0.0,758311.0,0.0,5233.0,
2022-04-25,San Diego,County,3370418.0,631.0,759040.0,1.0,5319.0,15991.0,11208227,661.0,898442,1562.0,759873.0,3.0,5236.0,42249.0
2022-04-26,San Diego,County,3370418.0,680.0,759720.0,0.0,5319.0,12959.0,11221186,666.0,899108,0.0,759873.0,0.0,5236.0,
2022-04-27,San Diego,County,3370418.0,659.0,760379.0,0.0,5319.0,12255.0,11233441,605.0,899713,0.0,759873.0,0.0,5236.0,
2022-04-28,San Diego,County,3370418.0,572.0,760951.0,0.0,5319.0,10310.0,11243751,596.0,900309,1380.0,761253.0,2.0,5238.0,33125.0
2022-04-29,San Diego,County,3370418.0,542.0,761493.0,0.0,5319.0,10161.0,11253912,577.0,900886,0.0,761253.0,0.0,5238.0,
2022-04-30,San Diego,County,3370418.0,419.0,761912.0,2.0,5321.0,5248.0,11259160,435.0,901321,0.0,761253.0,0.0,5238.0,
2022-05-01,San Diego,County,3370418.0,374.0,762286.0,0.0,5321.0,4405.0,11263565,396.0,901717,0.0,761253.0,0.0,5238.0,
2022-05-02,San Diego,County,3370418.0,881.0,763167.0,1.0,5322.0,17545.0,11281110,898.0,902615,2200.0,763453.0,1.0,5239.0,38854.0
2022-05-03,San Diego,County,3370418.0,865.0,764032.0,0.0,5322.0,15907.0,11297017,910.0,903525,0.0,763453.0,0.0,5239.0,
2022-05-04,San Diego,County,3370418.0,843.0,764875.0,1.0,5323.0,15837.0,11312854,866.0,904391,0.0,763453.0,0.0,5239.0,
2022-05-05,San Diego,County,3370418.0,748.0,765623.0,0.0,5323.0,14174.0,11327028,781.0,905172,1924.0,765377.0,5.0,5244.0,36226.0
2022-05-06,San Diego,County,3370418.0,741.0,766364.0,1.0,5324.0,12187.0,11339215,848.0,906020,0.0,765377.0,0.0,5244.0,
2022-05-07,San Diego,County,3370418.0,510.0,766874.0,0.0,5324.0,5757.0,11344972,535.0,906555,0.0,765377.0,0.0,5244.0,
2022-05-08,San Diego,County,3370418.0,485.0,767359.0,0.0,5324.0,5137.0,11350109,530.0,907085,0.0,765377.0,0.0,5244.0,
2022-05-09,San Diego,County,3370418.0,1026.0,768385.0,0.0,5324.0,18062.0,11368171,1099.0,908184,2758.0,768135.0,13.0,5257.0,47887.0
2022-05-10,San Diego,County,3370418.0,978.0,769363.0,1.0,5325.0,16743.0,11384914,1046.0,909230,0.0,768135.0,0.0,5257.0,
2022-05-11,San Diego,County,3370418.0,1020.0,770383.0,0.0,5325.0,17087.0,11402001,1059.0,910289,0.0,768135.0,0.0,5257.0,
2022-05-12,San Diego,County,3370418.0,982.0,771365.0,0.0,5325.0,14994.0,11416995,1035.0,911324,2188.0,770323.0,14.0,5271.0,19681.0
2022-05-13,San Diego,County,3370418.0,954.0,772319.0,1.0,5326.0,13512.0,11430507,1039.0,912363,0.0,770323.0,0.0,5271.0,
2022-05-14,San Diego,County,3370418.0,639.0,772958.0,0.0,5326.0,6398.0,11436905,672.0,913035,0.0,770323.0,0.0,5271.0,
2022-05-15,San Diego,County,3370418.0,597.0,773555.0,3.0,5329.0,6006.0,11442911,668.0,913703,0.0,770323.0,0.0,5271.0,
2022-05-16,San Diego,County,3370418.0,1501.0,775056.0,0.0,5329.0,20002.0,11462913,1602.0,915305,3611.0,773934.0,6.0,5277.0,68209.0
2022-05-17,San Diego,County,3370418.0,1537.0,776593.0,0.0,5329.0,19107.0,11482020,1541.0,916846,0.0,773934.0,0.0,5277.0,
2022-05-18,San Diego,County,3370418.0,1508.0,778101.0,0.0,5329.0,18711.0,11500731,1590.0,918436,0.0,773934.0,0.0,5277.0,
2022-05-19,San Diego,County,3370418.0,1436.0,779537.0,0.0,5329.0,16913.0,11517644,1524.0,919960,3470.0,777404.0,5.0,5282.0,45017.0
2022-05-20,San Diego,County,3370418.0,1234.0,780771.0,1.0,5330.0,14700.0,11532344,1346.0,921306,0.0,777404.0,0.0,5282.0,
2022-05-21,San Diego,County,3370418.0,795.0,781566.0,1.0,5331.0,6668.0,11539012,916.0,922222,0.0,777404.0,0.0,5282.0,
2022-05-22,San Diego,County,3370418.0,694.0,782260.0,0.0,5331.0,6103.0,11545115,782.0,923004,0.0,777404.0,0.0,5282.0,
2022-05-23,San Diego,County,3370418.0,1618.0,783878.0,2.0,5333.0,21003.0,11566118,1768.0,924772,5016.0,782420.0,2.0,5284.0,59626.0
2022-05-24,San Diego,County,3370418.0,1721.0,785599.0,1.0,5334.0,19927.0,11586045,1829.0,926601,0.0,782420.0,0.0,5284.0,
2022-05-25,San Diego,County,3370418.0,1649.0,787248.0,2.0,5336.0,17823.0,11603868,1803.0,928404,0.0,782420.0,0.0,5284.0,
2022-05-26,San Diego,County,3370418.0,1462.0,788710.0,0.0,5336.0,15720.0,11619588,1618.0,930022,3823.0,786243.0,4.0,5288.0,44807.0
2022-05-27,San Diego,County,3370418.0,1303.0,790013.0,1.0,5337.0,13398.0,11632986,1461.0,931483,0.0,786243.0,0.0,5288.0,
2022-05-28,San Diego,County,3370418.0,875.0,790888.0,1.0,5338.0,6502.0,11639488,942.0,932425,0.0,786243.0,0.0,5288.0,
2022-05-29,San Diego,County,3370418.0,661.0,791549.0,3.0,5341.0,4859.0,11644347,730.0,933155,0.0,786243.0,0.0,5288.0,
2022-05-30,San Diego,County,3370418.0,740.0,792289.0,0.0,5341.0,7569.0,11651916,770.0,933925,5314.0,791557.0,4.0,5292.0,54541.0
2022-05-31,San Diego,County,3370418.0,2285.0,794574.0,1.0,5342.0,23241.0,11675157,2450.0,936375,0.0,791557.0,0.0,5292.0,-2.0
2022-06-01,San Diego,County,3370418.0,1884.0,796458.0,1.0,5343.0,18013.0,11693170,2011.0,938386,0.0,791557.0,0.0,5292.0,
2022-06-02,San Diego,County,3370418.0,1695.0,798153.0,0.0,5343.0,15897.0,11709067,1865.0,940251,3265.0,794822.0,11.0,5303.0,33142.0
2022-06-03,San Diego,County,3370418.0,1370.0,799523.0,0.0,5343.0,13719.0,11722786,1552.0,941803,0.0,794822.0,0.0,5303.0,
2022-06-04,San Diego,County,3370418.0,950.0,800473.0,0.0,5343.0,7162.0,11729948,1091.0,942894,0.0,794822.0,0.0,5303.0,
2022-06-05,San Diego,County,3370418.0,724.0,801197.0,3.0,5346.0,5696.0,11735644,831.0,943725,0.0,794822.0,0.0,5303.0,
2022-06-06,San Diego,County,3370418.0,1903.0,803100.0,3.0,5349.0,16650.0,11752294,2021.0,945746,6018.0,800840.0,5.0,5308.0,55456.0
2022-06-07,San Diego,County,3370418.0,1785.0,804885.0,0.0,5349.0,16433.0,11768727,1971.0,947717,0.0,800840.0,0.0,5308.0,
2022-06-08,San Diego,County,3370418.0,1580.0,806465.0,1.0,5350.0,14440.0,11783167,1780.0,949497,0.0,800840.0,0.0,5308.0,
2022-06-09,San Diego,County,3370418.0,1489.0,807954.0,2.0,5352.0,13524.0,11796691,1682.0,951179,4520.0,805360.0,7.0,5315.0,42320.0
2022-06-10,San Diego,County,3370418.0,1409.0,809363.0,0.0,5352.0,11942.0,11808633,1600.0,952779,0.0,805360.0,0.0,5315.0,
2022-06-11,San Diego,County,3370418.0,914.0,810277.0,4.0,5356.0,6983.0,11815616,1044.0,953823,0.0,805360.0,0.0,5315.0,
2022-06-12,San Diego,County,3370418.0,703.0,810980.0,1.0,5357.0,5575.0,11821191,809.0,954632,0.0,805360.0,0.0,5315.0,
2022-06-13,San Diego,County,3370418.0,1724.0,812704.0,0.0,5357.0,15826.0,11837017,1816.0,956448,5733.0,811093.0,1.0,5316.0,49500.0
2022-06-14,San Diego,County,3370418.0,1711.0,814415.0,0.0,5357.0,14665.0,11851682,1779.0,958227,0.0,811093.0,0.0,5316.0,
2022-06-15,San Diego,County,3370418.0,1713.0,816128.0,0.0,5357.0,13623.0,11865305,1719.0,959946,0.0,811093.0,0.0,5316.0,
2022-06-16,San Diego,County,3370418.0,1556.0,817684.0,0.0,5357.0,12896.0,11878201,1593.0,961539,4031.0,815124.0,2.0,5318.0,35694.0
2022-06-17,San Diego,County,3370418.0,1525.0,819209.0,2.0,5359.0,11163.0,11889364,1618.0,963157,0.0,815124.0,0.0,5318.0,
2022-06-18,San Diego,County,3370418.0,964.0,820173.0,2.0,5361.0,6657.0,11896021,1086.0,964243,0.0,815124.0,0.0,5318.0,
2022-06-19,San Diego,County,3370418.0,717.0,820890.0,0.0,5361.0,5325.0,11901346,796.0,965039,0.0,815124.0,0.0,5318.0,
2022-06-20,San Diego,County,3370418.0,1530.0,822420.0,2.0,5363.0,12954.0,11914300,1709.0,966748,0.0,815124.0,0.0,5318.0,44094.0
2022-06-21,San Diego,County,3370418.0,1988.0,824408.0,2.0,5365.0,16100.0,11930400,2073.0,968821,0.0,815124.0,0.0,5318.0,
2022-06-22,San Diego,County,3370418.0,1674.0,826082.0,1.0,5366.0,13164.0,11943564,1752.0,970573,0.0,815124.0,0.0,5318.0,
2022-06-23,San Diego,County,3370418.0,1605.0,827687.0,0.0,5366.0,12588.0,11956152,1740.0,972313,7724.0,822848.0,14.0,5332.0,33305.0
2022-06-24,San Diego,County,3370418.0,1464.0,829151.0,1.0,5367.0,10940.0,11967092,1591.0,973904,0.0,822848.0,0.0,5332.0,
2022-06-25,San Diego,County,3370418.0,1033.0,830184.0,0.0,5367.0,6378.0,11973470,1135.0,975039,0.0,822848.0,0.0,5332.0,
2022-06-26,San Diego,County,3370418.0,901.0,831085.0,2.0,5369.0,5493.0,11978963,1015.0,976054,0.0,822848.0,0.0,5332.0,
2022-06-27,San Diego,County,3370418.0,2183.0,833268.0,0.0,5369.0,15793.0,11994756,2302.0,978356,6059.0,828907.0,4.0,5336.0,45378.0
2022-06-28,San Diego,County,3370418.0,1921.0,835189.0,2.0,5371.0,14145.0,12008901,2109.0,980465,0.0,828907.0,0.0,5336.0,
2022-06-29,San Diego,County,3370418.0,1848.0,837037.0,1.0,5372.0,12640.0,12021541,1996.0,982461,0.0,828907.0,0.0,5336.0,
